id,x,y,value
0,49.94139109722019,-164.604167052095,0.00399528098976748
1,60.67762381090223,-185.23707839940425,0.004002375786401655
2,69.8174961380252,-145.36922669002564,0.004033995877560432
3,83.86250291177613,-170.78416675210622,0.0040314732139556395
4,35.68613075411612,-196.6789667868485,0.003977915009080362
5,106.74627968666468,-157.2345620827643,0.004064176574560111
6,61.279828462873056,-239.51077265826814,0.003992128302045086
7,84.76580988973231,-226.26227031491163,0.0040246357742179896
8,108.55289364257695,-213.3148702975405,0.004045664010399443
9,132.64107972140692,-200.066367954184,0.004065679731636088
10,157.63257277819315,-186.44148770334562,0.004063965056347059
11,184.43067979089153,-171.6874737300622,0.004103948831808111
12,162.14520987595813,-128.05778036416322,0.004076137806687876
13,208.51886586972154,-157.83676673473497,0.0040992755519736945
14,182.66247959549878,-106.25818128715127,0.004080439199606558
15,232.30594962256617,-145.79267369531996,0.004135709679733251
16,208.95023142366023,-102.41119321473741,0.004132421951635469
17,190.3564557403265,-69.7117945992195,0.004151951718090828
18,259.7062612872353,-131.33976204802195,0.004154055203115504
19,237.1614772880286,-87.02324092508192,0.00415063506070431
20,201.8974199575681,-23.54793773025304,0.004196668285171574
21,260.8845704012475,-76.12344138657596,0.003931820207456522
22,284.69775434402146,-118.39236203065082,0.0040902994119465415
23,308.48483809686604,-104.54165503532356,0.004138330789075019
24,300.6367804828575,-92.15255835496708,0.0041171365657104025
25,329.26089858985694,-93.0997666478793,0.004000620279438493
26,85.6691168676884,-285.2030506265488,0.003976642776071561
27,110.05840527250379,-270.14793432728004,0.004001284956635876
28,135.04989832928993,-255.69502267998206,0.004018950102598252
29,158.23477743016383,-243.34982731458166,0.0040277036520453575
30,183.22627048694994,-228.29471101531277,0.00402486391132519
31,208.2177635437361,-213.84179936801476,0.004064550618333926
32,231.70374497059538,-201.19550167662902,0.004044730229694998
33,256.3941357013961,-188.24810165925788,0.004088997572356258
34,283.49334504007993,-174.09629233794521,0.004108973975693525
35,306.97932646693926,-160.24558534261797,0.004039734709961955
36,331.0675125457692,-146.6959806732761,0.004095330316848505
37,110.35950759848917,-328.86288789442824,0.00400301750888384
38,135.95320530724607,-315.01218089910094,0.0040148868580378565
39,159.7402890600907,-300.8603715777883,0.004024564368092257
40,182.02186118300847,-288.21407388640256,0.004025967728911519
41,207.9166612177508,-272.5567529351629,0.0040091916256167264
42,232.0048472965808,-258.7060459398356,0.004042323708026555
43,255.79193104942544,-245.1564412704937,0.004001597300234252
44,281.084526432197,-229.8002226452396,0.004066449718341039
45,304.8716101850416,-216.55172030188308,0.004074460877097182
46,329.56200091584236,-202.39991098057044,0.003992294590511173
47,357.2634149064969,-187.94699933327243,0.004071829085155283
48,92.59447036535204,-338.7992646519456,0.0039878316479524
49,370.15373505832883,-180.93277541647447,0.004027240149150515
50,382.2545131726996,-172.7717855253872,0.003991285515499774
51,113.67163318432833,-386.9756368096056,0.003992673694514756
52,136.25430763323146,-374.3293391182198,0.003990985027170505
53,160.94469836403223,-360.1775297969072,0.003996356540174444
54,185.33398676884764,-346.62792512756533,0.003989300613134094
55,209.12107052169227,-332.7772181322381,0.003983160536596614
56,233.81146125249307,-316.5176925290276,0.003957275717527358
57,257.8996473313231,-303.2691901856711,0.003982368511851866
58,281.38562875818235,-290.62289249428534,0.003929176717798737
59,306.6782241409539,-275.5677761950166,0.003980091193758996
60,331.97081952372537,-260.51265989574784,0.003989299371169924
61,354.8545962986139,-246.6619529004206,0.00389631499124229
62,378.34057772547317,-232.8112459050933,0.003954342659564161
63,436.42660124284777,-222.86337864999174,0.003750601252416922
64,445.2911247452357,-210.762600535621,0.003734035171817177
65,484.1261800890302,-237.21546432052452,0.003908684776467109
66,417.7126071822512,-229.33588787395752,0.0037926672742629236
67,402.3181633158665,-268.9379048484178,0.0038996602273834533
68,418.5098613658813,-259.08208864406106,0.0038782417845205914
69,424.5766927916974,-254.14920927934276,0.0038650643732397686
70,432.2324202906692,-262.0601276949469,0.0037482108237580974
71,440.9089114561706,-254.40440019597514,0.003909021938731763
72,460.206037304809,-240.31101221024727,0.003923721719510941
73,451.3415138024211,-264.0904482722084,0.003941455558142196
74,471.6032818078791,-248.04988193455415,0.003969400779495877
75,475.6837767534227,-250.72330965749654,0.0039300633962506696
76,487.95559357808577,-258.7676056501824,0.004005455684766634
77,506.1633014201322,-274.30868309368765,0.0038270908743454368
78,524.5149154631088,-264.8707101572997,0.0038387271235817517
79,544.655718688339,-254.51258278432417,0.00384267591013317
80,460.5586120368648,-272.77814619350744,0.003991699627028353
81,459.2826574537028,-280.6890646091116,0.0039490411939158004
82,475.0114176853774,-301.91485862587706,0.0036512418705614874
83,441.9018937005562,-293.85471206305607,0.0039054461304381676
84,444.55737562025274,-297.8013665897484,0.003911509957436992
85,445.9653493637323,-306.24920905062567,0.0038988099095258488
86,429.77365131371755,-328.0728020745585,0.003957825803412935
87,416.3567978739263,-304.87133510569856,0.0038516410544097877
88,410.864619257587,-296.1994741325312,0.0037952539757753556
89,414.62242567929286,-292.7307297432642,0.0038204544944370603
90,394.6771454410078,-317.3010025005719,0.0036500671339117167
91,388.2384258810712,-305.54522217888587,0.0037454043203338913
92,363.59888537017923,-320.32894648542106,0.003867191545360142
93,336.84738424406794,-333.7046970484767,0.0038816102527404533
94,319.9357114674667,-301.11537144735075,0.00383414559403425
95,356.96318610680015,-366.9525018073903,0.004019957254414923
96,380.4478454995615,-353.21619159652994,0.003999794468009357
97,429.0696644419778,-359.7522113028482,0.0038178289313917924
98,426.2537169550187,-359.7522113028482,0.003789895666720601
99,423.4377694680596,-387.20769930069923,0.003975364528272349
100,406.5420845463052,-397.06351550505605,0.004029022416418255
101,381.90254403541326,-411.14325293985144,0.004043706247447444
102,333.03541993304333,-380.2457052372552,0.004011437263090022
103,311.1943765254287,-349.33699862702247,0.003886339826698818
104,291.7922244527227,-361.1601850463277,0.003917032743185479
105,271.10530464363035,-325.82541649032936,0.0038487673866540394
106,308.664546978291,-394.8682290101066,0.004038621003166194
107,284.0784562760856,-408.66913862434865,0.004032463569930208
108,257.8996473313231,-362.8874507307754,0.0036709963643336606
109,233.81146125249305,-376.7381577261027,0.003856130443216047
110,260.3084659392061,-422.50571127587966,0.00406298994888015
111,310.79986998969645,-453.38246524423766,0.004060275885651792
112,334.73542362884865,-440.006714681182,0.0040694807410107505
113,357.26300352452125,-424.5190035029071,0.004034696004720711
114,286.8643163505443,-470.2781501659921,0.004093073129290694
115,263.63274958313184,-483.6539007290478,0.004101211443728349
116,235.6180752084053,-436.95862292317764,0.004074718314931254
117,209.72327517366304,-390.5888647214299,0.00387662950477977
118,185.03288444286227,-405.6439810206987,0.0038915364843226732
119,183.62491069938275,-406.52396461037335,0.003899524911527249
120,211.0765526375503,-451.87664254754486,0.004081479344753197
121,188.64611235468675,-465.2622415658029,0.004080769375964887
122,162.7513123199445,-420.0968926679967,0.0039048073732003068
123,135.65210298126073,-434.5498043152947,0.003928057642308076
124,158.0082414398221,-483.489585209206,0.0040983177028121424
125,212.4845263810298,-450.9966589578702,0.004078854327243337
126,238.9932090722399,-497.7336381638431,0.00410132100483683
127,214.35366856134794,-511.8133755986386,0.0040964495315479
128,177.04236435914015,-532.9329817508317,0.004132843871570257
129,204.4978523569912,-577.2841546704371,0.004118609699982592
130,238.28922220050015,-555.4605616465043,0.004106602574490334
